index,symbol,name,price,changesPercentage,change,dayLow,dayHigh,yearHigh,yearLow,marketCap,priceAvg50,priceAvg200,volume,avgVolume,exchange,open,previousClose,eps,pe,earningsAnnouncement,sharesOutstanding,timestamp
WLLAW,WLLAW,Whiting Petroleum Corporation,12.7,-0.39215836,-0.05000019,9.51,12.5,13.51,1.15,,10.1012,5.944235,197.0,14692.0,PNK,10.03,12.75,,,,,1638176240
WLTW,WLTW,Willis Towers Watson Public Limited Company,228.99,-3.0237577,-7.1399994,227.85,232.56,271.87,197.63,28533528576.0,236.8564,234.3766,874666.0,1614201.0,NASDAQ,228.12,236.13,17.654,12.970999,2022-02-07T13:30:00.000+0000,124606003.0,1638176240
WNC,WNC,Wabash National Corporation,17.46,-4.0659432,-0.7400017,17.09,17.7,20.55,13.04,863868352.0,16.3814,16.47645,185399.0,288993.0,NYSE,17.67,18.2,0.61,28.62295,2022-02-01T07:00:00.000+0000,49476996.0,1638176240
WRLSW,WRLSW,,3.52,-4.09,-0.15,3.37,3.75,10.2,3.0,198819808.0,3.460257,5.299141,58921.0,71349.0,,3.7,3.67,-0.365,,2021-05-20T16:05:04.000+0000,56482900.0,1638176240
WTFCM,WTFCM,Wintrust Financial Corporation,27.5373,-1.6524997,-0.4626999,27.51,28.19,28.84,25.8,3904486144.0,27.80044,27.901184,2739.0,5146.0,NASDAQ,27.924,28.0,7.621,3.613345,2020-07-14T00:00:00.000+0000,141788997.0,1638176240
X,X,United States Steel Corporation,24.27,-3.4221995,-0.8599987,23.55,24.33,30.57,14.13,6558554624.0,23.5648,23.89395,10310336.0,21346206.0,NYSE,23.75,25.13,11.932,2.0340261,2022-01-26T10:59:00.000+0000,270232988.0,1638176240
XDSL,XDSL,"mPhase Technologies, Inc.",0.237877,-0.636175,-0.001523,0.237877,0.27,0.515,0.035,19135016.0,0.2482722,0.28250045,198114.0,207194.0,MUTUAL_FUND,0.2394,0.2394,0.013,18.29823,2022-02-21T21:00:00.000+0000,80440799.0,1638176240
XPRO,XPRO,Expro Group Holdings N.V.,14.65,0.96484756,0.13999939,13.77,14.77,32.64,13.2,1598417536.0,17.7256,19.5808,281399.0,304290.0,NYSE,13.77,14.51,-0.964,,2022-02-21T13:30:00.000+0000,109106999.0,1638176240
XRAY,XRAY,DENTSPLY SIRONA Inc.,49.79,-2.867728,-1.4699974,49.21,50.61,69.54,49.21,10884443136.0,56.8364,61.45275,1011568.0,1318587.0,NASDAQ,50.51,51.26,1.902,26.17771,2021-11-04T06:00:03.000+0000,218607012.0,1638176240
YGMZ,YGMZ,MingZhu Logistics Holdings Limited,2.28,-1.2987001,-0.02999997,2.23,2.3,58.0,2.155,36355284.0,2.8137,4.446475,42705.0,127236.0,NASDAQ,2.23,2.31,0.08,28.5,,15945300.0,1638176240
YOU,YOU,"Clear Secure, Inc.",34.0,-2.5229387,-0.88000107,33.14,34.51,65.7,32.29,2560563968.0,42.0666,44.857334,363537.0,408292.0,NYSE,33.59,34.88,-0.139,,2021-11-15T08:00:00.000+0000,75310705.0,1638176240
ZION,ZION,"Zions Bancorporation, National Association",64.17,-4.919247,-3.3199997,62.82,64.88,68.25,38.44,10040230912.0,63.522,57.1633,1524724.0,1255420.0,NASDAQ,64.73,67.49,7.078,9.06612,2022-01-24T21:00:00.000+0000,156463003.0,1638176240
ZM,ZM,"Zoom Video Communications, Inc.",220.21,5.717716,11.910004,219.24,235.97,486.83,195.8,65621483520.0,263.7304,323.9408,10808625.0,5012377.0,NASDAQ,235.7,208.3,3.763,58.5198,2021-11-22T16:05:00.000+0000,297995021.0,1638176240
ZVIA,ZVIA,Zevia PBC,7.98,-3.623185,-0.2999997,7.57,8.25,17.5,7.52,274962880.0,11.2162,12.323222,172973.0,337746.0,NYSE,8.25,8.28,-4.422,,,34456501.0,1638176240
A,A,"Agilent Technologies, Inc.",152.07,-0.58834666,-0.8999939,151.57,159.09,179.57,112.47,46035091456.0,158.7918,146.33205,1620191.0,1434257.0,NYSE,153.29,152.97,3.94,38.596447,2022-02-14T10:59:00.000+0000,302723032.0,1638176242
AAGIY,AAGIY,AIA Group Limited,42.978,-4.5887394,-2.0669975,41.92,43.6,56.53,41.92,131259965440.0,44.9402,48.73005,198077.0,281626.0,PNK,41.92,45.045,2.26,19.016815,,3054119909.0,1638176242
AAIN,AAIN,,24.9076,-0.3695984,-0.0923996,24.9076,24.955,25.95,23.71,,25.03756,24.970194,1190.0,8563.0,NYSE,24.955,25.0,,,,,1638176242
ABLT,ABLT,American Biltrite Inc.,180.0,0.0,0.0,180.0,180.0,387.5,176.0,14133060.0,179.824,224.6275,17.0,17.0,PNK,180.0,180.0,-434.6,,,78517.0,1638176242
ABR-PB,ABR-PB,"Arbor Realty Trust, Inc.",25.12,0.0398257,0.0100002,25.1102,25.12,27.0,22.86,1376889984.0,25.315136,25.499289,2159.0,4597.0,NYSE,25.1165,25.11,2.465,10.19067,,54812499.0,1638176242
ACAHU,ACAHU,Atlantic Coastal Acquisition Corp.,10.05,0.0,0.0,10.05,10.05,10.11,9.8,,9.92482,9.9353,85.0,13185.0,NASDAQ,10.03,10.05,,,,,1638176242
ACFN,ACFN,"Acorn Energy, Inc.",0.5895,7.181818,0.0395,0.549,0.5895,0.7,0.29,22923120.0,0.6066,0.59275,6407.0,28855.0,MUTUAL_FUND,0.57,0.55,0.012,49.125,2021-11-10T07:29:06.000+0000,38885700.0,1638176242
ACHV,ACHV,"Achieve Life Sciences, Inc.",7.32,-2.1390355,-0.15999985,7.14,7.4632,16.1,6.63,69199912.0,8.287,9.1725,43173.0,77411.0,NASDAQ,7.535,7.48,-4.503,,2021-11-09T16:05:02.000+0000,9453540.0,1638176242
ACKIW,ACKIW,Ackrell SPAC Partners I Co.,0.6801,-6.8356156,-0.0499,0.67,0.6801,0.6801,0.67,,0.0,0.0,100.0,0.0,NASDAQ,0.64,0.73,,,,,1638176242
ACQRU,ACQRU,Independence Holdings Corp.,9.95,0.0,0.0,9.95,9.9503,10.73,9.82,,9.94514,9.989347,13.0,53931.0,NASDAQ,9.95,9.95,,,,,1638176242
AEACU,AEACU,Authentic Equity Acquisition Corp.,10.0418,-0.28004122,-0.02820015,10.0418,10.06,10.98,9.7,,10.0345,10.054225,500.0,12620.0,NASDAQ,10.06,10.07,,,,,1638176242
AEL,AEL,American Equity Investment Life Holding Company,34.65,-3.856824,-1.3899994,33.54,34.94,38.43,26.02,3205593088.0,32.786,31.59955,294178.0,351649.0,NYSE,34.93,36.04,3.611,9.59568,2022-02-15T21:00:00.000+0000,92513509.0,1638176242
AEYE,AEYE,"AudioEye, Inc.",7.57,-4.419191,-0.3499999,7.4,7.9199,44.37,7.22,85952808.0,9.9936,17.8476,25080.0,59380.0,NASDAQ,7.64,7.92,-1.148,,2021-11-11T16:05:06.000+0000,11354400.0,1638176242
AFAQU,AFAQU,AF Acquisition Corp.,9.94,0.40404004,0.03999996,9.94,9.97,10.09,9.75,,9.9065,9.9144945,10000.0,2700.0,NASDAQ,9.94,9.9,,,,,1638176242
AFL,AFL,Aflac Incorporated,55.57,-2.5258703,-1.4399986,54.63,55.955,57.95,42.73,36761112576.0,54.9748,54.01015,3376860.0,2917625.0,NYSE,55.65,57.01,6.167,9.010864,2022-02-01T10:59:00.000+0000,661528029.0,1638176242
AGBAW,AGBAW,AGBA Acquisition Limited,0.2999,3.8434882,0.01109999,0.2615,0.2999,0.2999,0.2615,,0.0,0.0,37297.0,0.0,NASDAQ,0.26,0.2888,,,,,1638176242
AGNCO,AGNCO,AGNC Investment Corp.,25.6517,-0.03234911,-0.00830078,25.5,25.6517,26.57,23.11,,25.7499,25.442465,4175.0,34088.0,NASDAQ,25.63,25.66,2.713,9.455105,2020-04-22T14:59:00.000+0000,,1638176242
AGYS,AGYS,"Agilysys, Inc.",43.51,-3.396986,-1.5300026,41.88,43.68,64.09,35.8,1070833280.0,50.0604,52.822,54712.0,82896.0,NASDAQ,43.48,45.04,-1.057,,2022-01-24T21:00:00.000+0000,24611199.0,1638176242
AIA.NZ,AIA.NZ,Auckland International Airport Limited,7.785,0.32216004,0.02499962,7.505,7.8,8.34,6.65,11464580096.0,7.9269,7.529025,1819782.0,1398451.0,NZE,7.64,7.76,0.315,24.714285,2021-08-19T10:59:00.000+0000,1472649980.0,1638176242
AKTX,AKTX,"Akari Therapeutics, Plc",1.68,0.0,0.0,1.6,1.6846,4.21,1.38,79963464.0,1.66616,2.00129,101761.0,112531.0,NASDAQ,1.63,1.68,-0.433,,2021-12-09T13:30:00.000+0000,47597300.0,1638176242
ALL-PI,ALL-PI,The Allstate Corporation,26.13,-1.13508,-0.300001,26.11,26.2218,27.96,25.24,,27.192156,27.006712,10268.0,14603.0,NYSE,26.31,26.43,10.83,2.4127424,,,1638176242
ALMA.HE,ALMA.HE,Alma Media Oyj,10.9,-0.7285968,-0.07999992,10.82,10.9,12.7,7.88,896871616.0,11.1506,10.60675,1874.0,8783.0,HEL,10.9,10.98,0.437,24.942791,2022-02-15T10:59:00.000+0000,82281800.0,1638176242
ALRT,ALRT,ALR Technologies Inc.,0.05,-1.960781,-0.001,0.05,0.05,0.075,0.045,27135802.0,0.056314,0.05774785,31700.0,96396.0,MUTUAL_FUND,0.05,0.051,-0.013,,,542716040.0,1638176242
AMCR,AMCR,Amcor plc,11.54,-1.0291586,-0.11999989,11.38,11.63,12.92,10.33,17692782592.0,11.9436,11.8631,5921655.0,5309295.0,NYSE,11.38,11.66,0.607,19.011532,2022-01-31T21:00:00.000+0000,1533170069.0,1638176242
AMHCW,AMHCW,Amplitude Healthcare Acquisition Corporation,1.57,3.2894783,0.05000007,1.36,1.65,1.65,1.36,,0.0,0.0,92280.0,0.0,NASDAQ,1.4501,1.52,,,,,1638176242
AMNL,AMNL,"Applied Minerals, Inc.",0.0145,1.754383,0.00025,0.0131,0.0145,0.14,0.01,2886486.0,0.0202,0.0255,411011.0,988630.0,MUTUAL_FUND,0.0131,0.01425,-0.021,,,199068000.0,1638176242
AMPL,AMPL,"Amplitude, Inc. Class A Common Stock",66.07,-2.1764898,-1.4700012,64.845,66.805,87.98,48.861,7194692608.0,66.0,66.0,212179.0,1244160.0,NASDAQ,66.0,67.54,-1.9,,2021-11-09T10:59:00.000+0000,108894999.0,1638176242
AMT,AMT,American Tower Corporation (REIT),262.87,-0.9831308,-2.6100159,262.27,267.5,303.72,197.5,119714676736.0,273.4098,262.1777,1145930.0,1634785.0,NYSE,266.58,265.48,5.507,47.73379,2022-02-23T07:00:00.000+0000,455413995.0,1638176242
ANTM,ANTM,"Anthem, Inc.",415.52,-2.1822593,-9.27002,411.35,423.34,439.9,286.04,100852940800.0,406.238,378.8992,614794.0,1112704.0,NYSE,421.99,424.79,22.228,18.693539,2022-01-26T10:59:00.000+0000,242715010.0,1638176242
API,API,"Agora, Inc.",20.36,-0.34263188,-0.0699997,19.72,20.6,114.965,19.72,2359133696.0,25.65,40.43785,1552657.0,979733.0,NASDAQ,19.75,20.43,-0.532,,2022-02-21T21:00:00.000+0000,115871007.0,1638176242
APMIW,APMIW,AxonPrime Infrastructure Acquisition Corporation,0.7202,-2.0535839,-0.0151,0.7202,0.75,0.75,0.7202,,0.0,0.0,3650.0,0.0,NASDAQ,0.7202,0.7353,,,,,1638176242
ARMK,ARMK,Aramark,34.99,-2.5619555,-0.91999817,33.73,35.0,43.12,31.22,8958910464.0,36.1634,36.8184,1847129.0,1988977.0,NYSE,34.34,35.91,-0.36,,2022-02-07T13:30:00.000+0000,256042025.0,1638176242
ASAXW,ASAXW,Astrea Acquisition Corp.,0.69,-0.01449306,-0.00010002,0.6701,0.7026,0.7026,0.6701,,0.0,0.0,22710.0,0.0,NASDAQ,0.7101,0.6901,,,,,1638176242
ASLE,ASLE,AerSale Corporation,17.42,-1.1911463,-0.20999908,16.85,17.5,24.2,9.41,783633472.0,18.4069,13.679,177928.0,243819.0,NASDAQ,17.5,17.63,0.78,22.333334,2021-11-09T16:08:00.000+0000,44984700.0,1638176242
ASTI,ASTI,"Ascent Solar Technologies, Inc.",0.0069,2.9850767,0.0002,0.0065,0.0077,0.097,0.0008,144984864.0,0.012128,0.0212307,20074199.0,49804632.0,MUTUAL_FUND,0.0071,0.0067,0.0,,2021-05-13T20:00:00.000+0000,21012299130.0,1638176242
ATAQ,ATAQ,Altimar Acquisition Corp. III,9.85,0.0,0.0,9.8,9.85,9.98,9.65,191151072.0,9.7776,9.78394,40.0,36831.0,NYSE,9.85,9.85,,,,19406200.0,1638176242
ATDS,ATDS,"Data443 Risk Mitigation, Inc.",1.1,-15.38461,-0.19999993,1.0,1.25,74.0,0.83,953792.0,2.641598,10.415548,20282.0,9947.0,MUTUAL_FUND,1.15,1.3,-6.818,,2021-04-15T10:59:00.000+0000,867084.0,1638176242
ATNF,ATNF,180 Life Sciences Corp.,5.41,21.300444,0.9499998,4.27,5.56,13.045,2.18,184029264.0,5.151,7.1295,2288024.0,803433.0,NASDAQ,4.4575,4.46,-1.072,,,34016500.0,1638176242
ATSPW,ATSPW,Archimedes Tech SPAC Partners Co.,1.2001,-13.036236,-0.17990005,1.2,1.33,1.33,1.2,,0.0,0.0,11864.0,0.0,NASDAQ,1.2001,1.38,,,,,1638176242
AUR,AUR,"Aurora Innovation, Inc.",11.8,-1.7485433,-0.21000004,11.4,11.94,17.77,9.5,13262964736.0,10.3492,10.052114,1259881.0,2222815.0,NASDAQ,11.83,12.01,-2.686,,,1123980062.0,1638176242
AURA33.SA,AURA33.SA,Aura Minerals Inc.,46.0,-3.4627523,-1.6500015,0.0,0.0,70.27,0.0,3492305920.0,53.6566,60.63095,0.0,108994.0,EURONEXT,0.0,47.65,5.886,7.8151546,,75919694.0,1638176242
AVOI,AVOI,"Advanced Voice Recognition Systems, Inc.",0.0154,0.0,0.0,0.0154,0.0154,0.4556,0.009,4351840.0,0.0212518,0.01651395,150.0,248189.0,MUTUAL_FUND,0.0154,0.0154,0.0,,,282587013.0,1638176242
AX,AX,"Axos Financial, Inc.",58.09,-6.51754,-4.049999,56.735,59.93,62.44,33.31,3456076288.0,54.3954,49.0446,270816.0,212830.0,NYSE,59.93,62.14,3.67,15.828338,2022-01-26T10:59:00.000+0000,59495202.0,1638176242
AXIM,AXIM,"AXIM Biotechnologies, Inc.",0.3881,-2.9021735,-0.01159999,0.3881,0.4248,1.22,0.38,52850680.0,0.47702,0.654725,176839.0,127258.0,MUTUAL_FUND,0.405,0.3997,-0.081,,2018-05-01T12:30:00.000+0000,136177995.0,1638176242
AXLA,AXLA,Axcella Health Inc.,2.9,-2.3569,-0.06999993,2.8601,2.94,6.84,2.75,112858144.0,3.0184,3.86555,51291.0,131901.0,NASDAQ,2.9,2.97,-1.639,,2021-11-10T07:58:00.000+0000,38916601.0,1638176242
AYTU,AYTU,"Aytu Biopharma, Inc.",1.96,0.51282,0.00999999,1.88,1.96,11.76,1.8,55169492.0,2.5576,4.89605,199941.0,384349.0,NASDAQ,1.88,1.95,-4.07,,2022-02-09T21:00:00.000+0000,28147700.0,1638176242
BA,BA,The Boeing Company,199.21,-5.4083567,-11.389999,194.0,199.42,278.57,191.85,117075525632.0,217.8784,229.97235,17431813.0,9168666.0,NYSE,197.57,210.6,-14.511,,2022-01-25T13:30:00.000+0000,587699039.0,1638176242
BAC,BAC,Bank of America Corporation,45.76,-3.9261029,-1.8700027,44.75,46.035,48.69,28.1,374503473152.0,45.3198,41.11045,54349917.0,44553474.0,NYSE,45.52,47.63,3.34,13.700599,2022-01-19T13:30:00.000+0000,8184079396.0,1638176242
BBDO,BBDO,Banco Bradesco S.A.,3.08,-5.5214744,-0.18000007,3.05,3.16,4.9,3.01,32937517056.0,3.263,3.86555,122682.0,57815.0,NYSE,3.16,3.26,0.435,7.0804596,,10693999044.0,1638176242
BBIG,BBIG,"Vinco Ventures, Inc.",3.28,-1.7964056,-0.05999994,3.02,3.31,12.49,1.11,449632256.0,5.472,4.12885,8122496.0,59543892.0,NASDAQ,3.07,3.34,-23.171,,2021-11-22T21:10:00.000+0000,137083005.0,1638176242
BBW,BBW,"Build-A-Bear Workshop, Inc.",17.24,-3.2547693,-0.5799999,15.82,17.3405,21.0,3.71,277277824.0,16.8562,13.49715,276209.0,166965.0,NYSE,17.03,17.82,1.902,9.064143,2021-12-01T13:30:00.000+0000,16083400.0,1638176242
BBXIB,BBXIB,"BBX Capital, Inc.",11.8,0.0,0.0,11.8,11.8,11.8,4.0,200607088.0,9.52,7.7288,100.0,38.0,MUTUAL_FUND,11.8,11.8,2.048,5.7617188,,17000601.0,1638176242
BCPC,BCPC,Balchem Corporation,165.28,-2.5241797,-4.279999,163.32,168.08,174.29,102.77,5352030720.0,155.1714,135.86275,67431.0,107726.0,NASDAQ,167.21,169.56,2.86,57.79021,2022-02-17T13:30:00.000+0000,32381599.0,1638176242
BDN,BDN,Brandywine Realty Trust,13.61,-5.5517015,-0.8000002,13.33,13.77,15.17,10.63,2329024768.0,13.8296,13.6476,1151677.0,1538963.0,NYSE,13.75,14.41,0.146,93.21918,2022-02-02T21:00:00.000+0000,171125993.0,1638176242
BE,BE,Bloom Energy Corporation,27.28,-3.7402947,-1.0599995,26.62,27.97,44.95,16.82,4786684928.0,25.0312,24.39955,2154862.0,3609065.0,NYSE,26.94,28.34,-0.926,,2022-02-08T21:00:00.000+0000,175464990.0,1638176242
BEBE,BEBE,"bebe stores, inc.",8.59,-0.69363546,-0.05999947,8.54,8.7,10.5,4.3,110588520.0,8.4544,6.4459,8011.0,1776.0,MUTUAL_FUND,8.6,8.65,-15.364,,2020-09-25T14:59:00.000+0000,12874100.0,1638176242
BF-A,BF-A,Brown-Forman Corporation,69.3,-0.15847947,-0.11000061,68.643,69.55,83.01,62.59,34764070912.0,65.8348,68.0732,23044.0,42749.0,NYSE,69.0,69.41,1.61,43.04348,,501646045.0,1638176242
BGIO,BGIO,BlackRock 2022 Global Income Opportunity Trust,2.6,0.0,0.0,2.6,2.64,9.98,2.46,57664096.0,4.44104,7.60151,193397.0,98369.0,NYSE,2.63,2.6,,,,22178498.0,1638176242
BHG,BHG,"Bright Health Group, Inc.",3.73,-7.213929,-0.28999996,3.61,3.9199,17.93,3.61,2343614976.0,7.3766,9.819175,1712275.0,2065590.0,NYSE,3.88,4.02,-1.99,,2021-11-11T08:00:00.000+0000,628315007.0,1638176242
BLYQ,BLYQ,"Bally, Corp.",2.25,0.0,0.0,2.25,2.25,4.5,1.2,22162500.0,2.0934,2.21145,100.0,57.0,MUTUAL_FUND,2.25,2.25,-0.003,,,9850000.0,1638176242
BMTM,BMTM,"Bright Mountain Media, Inc.",0.23,0.0,0.0,0.23,0.23,3.25,0.23,26223220.0,0.23,0.91637,2116.0,371.0,MUTUAL_FUND,0.23,0.23,-0.633,,2021-05-27T16:05:00.000+0000,114014000.0,1638176242
BOAS,BOAS,BOA Acquisition Corp.,9.8,0.0,0.0,9.785,9.8,9.91,9.61,281750016.0,9.732,9.705625,5025.0,29374.0,NYSE,9.8,9.8,,,,28750002.0,1638176242
BOMH,BOMH,Boomer Holdings Inc.,0.0005,66.66667,0.0002,0.0005,0.0005,1.36,0.0001,77646.0,0.018318,0.1674277,442.0,15131.0,MUTUAL_FUND,0.0005,0.0003,0.098,0.00510204,2021-11-29T10:59:00.000+0000,155292000.0,1638176242
BOX,BOX,"Box, Inc.",23.86,-1.7702769,-0.4300003,23.51,24.35,27.407,16.62,3615911680.0,25.267,23.731,996945.0,2287982.0,NYSE,24.05,24.29,-0.233,,2021-11-30T21:00:00.000+0000,151547011.0,1638176242
BPMX,BPMX,,,0.0,,,,,,,,,,,,,,,,,,1638176242
BPOPM,BPOPM,Popular Capital Trust II PFD GTD 6.125%,25.87,0.50505465,0.13000107,25.49,25.87,28.81,25.16,,26.08,26.02275,553.0,8469.0,NASDAQ,25.49,25.74,,,,,1638176242
BPOPN,BPOPN,Popular Capital Trust I PFD 6.70% GTD,25.23,0.4378929,0.1099987,25.12,25.23,29.63,25.11,,26.476036,26.330185,11833.0,11440.0,NASDAQ,25.12,25.12,,,,,1638176242
BPY,BPY,Brookfield Property Partners L.P.,18.59,-0.26823628,-0.04999924,18.5202,18.83,19.2,10.46,17341085696.0,18.802069,18.063723,5400819.0,4292488.0,NASDAQ,18.61,18.64,-1.648,,2021-05-07T12:30:00.000+0000,932817950.0,1638176242
BRFS,BRFS,BRF S.A.,3.68,-4.4155803,-0.16999984,3.67,3.76,6.08,3.67,2974956288.0,4.3756,4.5801,1352701.0,3209300.0,NYSE,3.75,3.85,0.09,40.88889,,808412035.0,1638176242
BRKS,BRKS,"Brooks Automation, Inc.",112.61,-2.5949311,-3.0,110.81,115.33,124.79,65.37,8372227584.0,109.954,95.18815,269849.0,593853.0,NASDAQ,113.83,115.61,1.485,75.83165,2022-01-31T10:59:00.000+0000,74347106.0,1638176242
BSTZ,BSTZ,BlackRock Science and Technology Trust II,39.67,-0.37669897,-0.15000153,39.25,40.2897,43.76,32.07,3097830144.0,40.8672,39.09845,95607.0,111115.0,NYSE,39.41,39.82,,,,78089996.0,1638176242
BTCS,BTCS,BTCS Inc.,6.79,3.0348985,0.19999981,6.2957,6.79,11.05,0.11,69769288.0,6.6558,3.01456,80927.0,240753.0,MUTUAL_FUND,6.3,6.59,-4.092,,2021-11-10T09:00:01.000+0000,10275300.0,1638176242
BTCY,BTCY,"Biotricity, Inc.",4.24,0.7125827,0.02999973,3.82,4.24,4.99,0.7,208305248.0,3.6263,3.0736,139151.0,334279.0,MUTUAL_FUND,4.07,4.21,-0.678,,2022-02-09T21:00:00.000+0000,49128596.0,1638176242
BUFF,BUFF,Innovator Laddered Fund of S&P 500 Power Buffer ETFs,35.4078,-0.860147,-0.307201,35.36,35.4801,35.83,32.72,,35.39464,34.744026,10936.0,10719.0,NASDAQ,35.55,35.715,,,,,1638176242
BWAC,BWAC,Better World Acquisition Corp.,10.15,0.0,0.0,10.14,10.15,11.2,9.87,163472848.0,10.09434,10.05911,929.0,28553.0,NASDAQ,10.15,10.15,,,,16105699.0,1638176242
BXC,BXC,BlueLinx Holdings Inc.,70.11,-5.677386,-4.220001,68.65,72.4996,76.94,24.01,680535360.0,57.2164,49.99855,68240.0,166550.0,NYSE,72.42,74.33,25.033,2.800703,2021-11-02T16:10:00.000+0000,9706680.0,1638176242
CAAS,CAAS,"China Automotive Systems, Inc.",3.46,-1.142856,-0.03999996,3.38,3.5,13.69,3.0,106747232.0,3.494,4.3433,47200.0,66388.0,NASDAQ,3.4,3.5,0.093,37.2043,2021-11-12T06:00:09.000+0000,30851801.0,1638176242
CAH,CAH,"Cardinal Health, Inc.",47.6,-2.419025,-1.1800003,47.14,48.25,62.96,47.14,13413108736.0,49.4552,54.7457,2282495.0,3394520.0,NYSE,48.2,48.78,3.874,12.287042,2022-02-03T13:30:00.000+0000,281787999.0,1638176242
CARB,CARB,,,0.0,,,,,,,,,,,,,,,,,,1638176242
CARV,CARV,"Carver Bancorp, Inc.",10.88,-4.140971,-0.47000027,10.3901,11.3,42.5,6.26,38082176.0,15.2496,13.0205,77751.0,210842.0,NASDAQ,11.3,11.35,-1.216,,2017-02-10T21:00:00.000+0000,3500200.0,1638176242
CASI,CASI,"CASI Pharmaceuticals, Inc.",0.895,-5.2208004,-0.04930002,0.8769,0.92,3.9,0.87,125118304.0,1.1212,1.5796,592127.0,2286255.0,NASDAQ,0.9,0.9443,-0.344,,2021-11-12T07:00:08.000+0000,139796988.0,1638176242
CATO,CATO,The Cato Corporation,16.64,-1.4217997,-0.23999977,16.055,16.68,19.89,7.99,366494336.0,17.4498,15.56475,95192.0,107492.0,NYSE,16.31,16.88,1.553,10.7147455,2021-11-17T07:00:09.000+0000,22024900.0,1638176242
CAV1V.HE,CAV1V.HE,Caverion Oyj,6.135,-1.2077264,-0.07499981,6.135,6.24,7.94,5.06,836924480.0,6.7415,6.570375,29781.0,82421.0,HEL,6.21,6.21,0.13,47.19231,2022-02-10T01:00:00.000+0000,136418008.0,1638176242
CB,CB,Chubb Limited,184.55,-3.0826569,-5.869995,183.58,187.03,197.92,144.0,79493251072.0,185.188,173.1546,1910361.0,1634641.0,NYSE,185.72,190.42,19.67,9.382308,2022-01-31T10:59:00.000+0000,430740997.0,1638176242
CBAN,CBAN,"Colony Bankcorp, Inc.",18.25,-0.32768688,-0.05999947,17.92,18.34,19.59,13.7,249554144.0,18.568,17.249,1593.0,19277.0,NASDAQ,18.0,18.31,1.897,9.620454,2022-01-20T10:59:00.000+0000,13674200.0,1638176242
CCD,CCD,Calamos Dynamic Convertible and Income Fund,31.27,-1.4497292,-0.45999908,31.02,31.45,34.0,26.82,765943040.0,32.0087,31.75383,28442.0,47512.0,NASDAQ,31.45,31.73,,,,24494501.0,1638176242
CCK,CCK,"Crown Holdings, Inc.",111.59,1.0504355,1.159996,108.48,113.75,114.55,85.65,14268789760.0,105.4068,104.07355,1775112.0,938860.0,NYSE,108.92,110.43,4.44,25.132881,2022-02-07T10:59:00.000+0000,127867997.0,1638176242
CDW,CDW,CDW Corporation,191.16,-4.3195305,-8.62999,190.01,199.74,203.82,125.46,25944811520.0,187.183,178.25134,522528.0,713833.0,NASDAQ,198.29,199.79,7.116,26.863407,2022-02-08T13:30:00.000+0000,135723015.0,1638176242
CENQ,CENQ,CENAQ Energy Corp.,9.91,-0.10080876,-0.01000023,9.91,9.93,9.93,9.83,215564304.0,9.89682,9.89682,9946.0,128646.0,NASDAQ,9.91,9.92,,,,21752200.0,1638176242
CEQP-P,CEQP-P,Crestwood Equity Partners LP,9.77,-1.6112772,-0.15999985,9.66,9.8547,10.26,6.99,,10.020898,9.296444,163649.0,141098.0,NYSE,9.85,9.93,-2.775,,,,1638176242
CFLT,CFLT,"Confluent, Inc.",81.04,1.5666124,1.25,77.5001,81.73,94.97,37.71,21432973312.0,71.6854,59.531788,828720.0,1600169.0,NASDAQ,78.89,79.79,-0.984,,2021-11-04T20:00:00.000+0000,264474004.0,1638176242
CFV,CFV,CF Acquisition Corp. V,9.96,-0.20039585,-0.0199995,9.96,10.0,10.04,9.6,317226016.0,9.92444,9.848134,18590.0,74707.0,NASDAQ,10.0,9.98,,,,31850002.0,1638176242
CFVI,CFVI,CF Acquisition Corp. VI,9.76,-0.20449392,-0.0199995,9.76,9.76,10.34,9.63,372832000.0,9.74442,9.742899,100.0,22509.0,NASDAQ,9.76,9.78,-0.019,,,38200000.0,1638176242
CFVIW,CFVIW,CF Acquisition Corp. VI,0.85,0.0,0.0,0.85,0.85,0.85,0.85,,0.0,0.0,10269.0,0.0,NASDAQ,0.8,0.85,,,,,1638176242
CGNX,CGNX,Cognex Corporation,76.19,-3.0291426,-2.3799973,75.76,77.91,101.82,72.85,13470316544.0,83.3692,83.1327,536266.0,678984.0,NASDAQ,76.85,78.57,1.649,46.20376,2022-02-09T10:59:00.000+0000,176799010.0,1638176242
CHEF,CHEF,"The Chefs' Warehouse, Inc.",31.53,-4.5413203,-1.4999981,30.77,31.98,37.85,21.82,1194488832.0,33.2238,31.3303,173827.0,276796.0,NASDAQ,31.98,33.03,-1.379,,2022-02-08T13:30:00.000+0000,37884200.0,1638176242
CHH,CHH,"Choice Hotels International, Inc.",144.32,-4.131783,-6.219986,142.05,145.71,153.03,98.9,8028421120.0,138.1716,120.919,152357.0,253379.0,NYSE,145.0,150.54,4.155,34.734055,2022-02-15T13:30:00.000+0000,55629304.0,1638176242
CHNR,CHNR,"China Natural Resources, Inc.",1.02,0.0,0.0,0.9799,1.03,3.65,0.9799,41767060.0,1.2218,1.4963,48378.0,72955.0,NASDAQ,0.99,1.02,-0.018,,2021-11-05T08:46:47.000+0000,40948098.0,1638176242
